YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA
2017,10,31,3.37,5.43,0.46,280.42,61.29,96.8,1.13,0.22,8.55
2017,11,1,3.84,5.28,0.53,275.02,69.94,95.51,1.22,0.23,9.54
2017,11,2,4.47,5.51,0.62,256.52,81.31,99.71,1.43,0.28,11.17
2017,11,3,4.75,5.52,0.66,253.19,85.9,99.7,1.48,0.29,11.71
2017,11,4,4.31,5.51,0.61,262.94,78.33,99.7,1.32,0.26,10.8
2017,11,5,4.54,5.39,0.64,260.95,82.31,97.32,1.38,0.27,11.24
2017,11,6,5.18,5.52,0.74,247.29,91.36,97.92,1.46,0.29,12.39
2017,11,7,4.92,5.36,0.71,249.4,87.45,95.61,1.39,0.27,11.84
2017,11,8,4.81,5.38,0.7,251.55,85.35,95.66,1.41,0.27,11.58
2017,11,9,4.55,5.3,0.66,250.25,81.23,94.42,1.31,0.26,11.14
2017,11,10,5.1,5.31,0.75,236.86,88.66,92.82,1.35,0.27,11.95
2017,11,11,5.11,5.31,0.75,252.02,90.57,94.94,1.38,0.27,12.18
2017,11,12,4.94,5.15,0.73,245.2,86.12,90.25,1.34,0.27,11.5
2017,11,13,4.94,5.17,0.73,243.24,86.25,90.84,1.38,0.27,11.59
2017,11,14,4.61,5.15,0.7,252.13,81.06,90.91,1.33,0.26,10.97
2017,11,15,4.65,5.27,0.7,233.64,80.69,91.6,1.45,0.27,11
2017,11,16,4.5,5.03,0.69,256.01,82.36,92.41,1.42,0.27,11.2
2017,11,17,4.93,5.11,0.75,247.81,87.62,91.6,1.42,0.28,11.73
2017,11,18,5.02,5.22,0.77,236.96,86.87,91.17,1.39,0.27,11.69
2017,11,19,4.84,5.06,0.75,245.65,83.55,88.16,1.27,0.25,11.07
2017,11,20,4.06,4.76,0.63,248.91,69.01,80.77,1.01,0.2,9.08
2017,11,21,4.23,4.86,0.66,250.16,72.57,83.54,1.04,0.21,9.62
2017,11,22,4.08,4.93,0.64,257.62,71.27,86.16,1.05,0.21,9.62
2017,11,23,4.24,4.83,0.67,250.86,72.48,82.54,1.05,0.21,9.65
2017,11,24,3.7,4.6,0.59,258.45,64.52,79.73,0.95,0.19,8.61
2017,11,25,3.85,4.59,0.62,253.19,67.07,79.87,0.95,0.19,8.87
2017,11,26,3.2,4.48,0.52,274.35,56.01,77.89,0.81,0.16,7.55
2017,11,27,2.52,4.41,0.41,286.64,44.7,76.42,0.69,0.13,6.21
2017,11,28,2.95,4.27,0.48,268.45,51.3,73.23,0.71,0.14,6.79
2017,11,29,2.48,4,0.41,281.18,42.52,67.17,0.62,0.12,5.67
2017,11,30,2.97,4.45,0.48,269.52,52.02,76.95,0.73,0.15,7.01
2017,12,1,3.85,4.66,0.63,251.47,66.66,80.76,0.93,0.19,8.91
2017,12,2,4.04,4.64,0.66,249.23,69.95,80.69,0.98,0.2,9.27
2017,12,3,4.51,4.74,0.74,238.65,77.66,82.19,1.1,0.22,10.24
2017,12,4,4.24,4.62,0.7,252.12,74.09,81.44,1.07,0.21,9.8
2017,12,5,4.41,4.54,0.73,254.3,77.2,80.09,1.13,0.23,10.14
2017,12,6,4.23,4.52,0.7,256.85,76.52,82.35,1.14,0.23,10.14
2017,12,7,4.38,4.58,0.73,258.2,77.28,81.73,1.12,0.22,10.22
2017,12,8,4.01,4.56,0.67,239.27,69.46,79.38,1.03,0.2,9.2
2017,12,9,4.09,4.4,0.69,245.94,69.72,75.35,0.99,0.2,9.18
2017,12,10,4.44,4.54,0.75,248.66,76.9,79.48,1.06,0.21,10.09
2017,12,11,4.48,4.7,0.76,243.23,77.15,81.67,1.12,0.22,10.25
2017,12,12,4.18,4.67,0.7,247.48,71.75,80.63,1.08,0.21,9.52
2017,12,13,4.01,4.55,0.68,247.98,69.12,78.66,1.02,0.2,9.12
2017,12,14,4.39,4.63,0.74,238.45,75.53,80.54,1.09,0.22,9.95
2017,12,15,4.06,4.47,0.69,239.05,68.52,75.61,0.92,0.19,8.91
2017,12,16,3.68,4.46,0.62,256.88,63.84,77.36,0.88,0.17,8.51
2017,12,17,3.86,4.14,0.66,237.18,63.51,68.52,0.84,0.16,8.08
2017,12,18,3.84,4.19,0.66,244.42,64.25,70.41,0.88,0.17,8.24
2017,12,19,4.16,4.34,0.71,235.59,71.52,75.44,0.95,0.19,9.23
2017,12,20,3.88,4.21,0.66,234.92,67.46,73.6,0.98,0.2,8.86
2017,12,21,3.92,4.25,0.67,246.97,68.34,74.51,0.96,0.19,8.95
2017,12,22,3.45,4.4,0.59,256.35,60.18,76.71,0.88,0.17,7.96
2017,12,23,3.65,4.39,0.62,251.62,62.8,75.7,0.93,0.18,8.33
2017,12,24,3.67,4.1,0.62,246.27,62.8,70.3,0.9,0.18,8.09
2017,12,25,4.07,4.4,0.7,238.94,70.27,76.44,0.99,0.2,9.19
2017,12,26,4.15,4.51,0.7,225.44,72.07,78.71,0.89,0.18,9.57
2017,12,27,4.44,4.61,0.76,226.97,76.3,79.88,1.03,0.2,10.02
2017,12,28,4.49,4.57,0.76,231.64,77.42,79.48,1.03,0.21,10.12
2017,12,29,4.5,4.68,0.77,233.95,77.77,81.51,1.05,0.21,10.27
2017,12,30,4.48,4.69,0.76,220.27,76.93,81.23,0.99,0.2,10.13
2017,12,31,4.44,4.63,0.75,225.56,76.96,81.11,1,0.2,10.15
2018,1,1,2.91,4.6,0.49,246.45,51.08,80.39,0.73,0.15,7.07
2018,1,2,4.31,4.62,0.72,220.75,74.45,80.49,0.87,0.17,9.88
2018,1,3,3.76,4.39,0.62,217.66,63.1,73.7,0.62,0.12,8.26
2018,1,4,4.1,4.5,0.68,234.23,69.47,76.62,0.84,0.17,9.18
2018,1,5,2.6,4.47,0.43,247.13,44.95,76.22,0.59,0.12,6.13
2018,1,6,3.99,4.68,0.66,224.88,67.59,79.18,0.86,0.17,9.02
2018,1,7,3.59,4.59,0.59,232.73,60.69,77.6,0.72,0.15,8.02
2018,1,8,4.18,4.45,0.69,221.88,70.38,75.22,0.79,0.16,9.09
2018,1,9,4.57,4.73,0.75,233.09,77.39,80.64,0.9,0.18,10.16
2018,1,10,4.49,4.62,0.73,251.37,76,78.78,0.88,0.18,9.91
2018,1,11,4.33,4.43,0.7,265.2,74.2,76.55,0.89,0.18,9.58
2018,1,12,4.2,4.4,0.68,269.09,72.84,76.82,0.88,0.18,9.42
2018,1,13,4.02,4.43,0.65,254.51,69.66,77.19,0.88,0.18,9.05
2018,1,14,2.77,4.43,0.45,267.2,47.39,75.17,0.62,0.12,6.38
2018,1,15,3.24,4.7,0.52,247.73,56.09,80.67,0.77,0.16,7.6
2018,1,16,4.12,4.6,0.66,234.6,69.42,77.68,0.88,0.18,9.03
2018,1,17,4.46,4.89,0.7,246.34,76.78,84.43,1.12,0.23,10.18
2018,1,18,4.75,5.01,0.75,236.94,80.16,85.22,1.16,0.23,10.7
2018,1,19,4.36,4.84,0.68,247.91,74.24,82.55,1.05,0.21,9.77
2018,1,20,3.85,4.8,0.6,257.64,65.66,81.36,1.03,0.2,8.79
2018,1,21,4.16,4.68,0.64,237.84,70.08,78.72,0.97,0.2,9.14
2018,1,22,4.47,4.6,0.69,242.1,74.94,77.67,0.95,0.2,9.62
2018,1,23,4.36,5.04,0.66,250.79,75.21,86.41,1.25,0.24,10.05
2018,1,24,3.13,4.35,0.48,250.71,53.36,72.95,0.86,0.16,7.05
2018,1,25,4,4.87,0.6,239.84,67.89,82.25,0.96,0.2,9
2018,1,26,3.22,4.78,0.48,253.8,54.51,80.04,0.76,0.15,7.3
2018,1,27,3.01,4.81,0.45,258.28,52.3,81.44,0.76,0.15,7.17
2018,1,28,3.04,4.73,0.45,247.91,52.2,79.98,0.72,0.14,6.97
2018,1,29,4,4.84,0.59,246.23,68.27,81.88,0.95,0.19,8.99
2018,1,30,3.99,5.29,0.59,260.41,70.25,91.87,1.04,0.21,9.66
2018,1,31,3.52,4.89,0.52,262.24,60.57,83.09,0.85,0.17,8.1
2018,2,1,4.21,4.74,0.61,248.18,71.07,80.16,0.95,0.19,9.2
2018,2,2,3.18,4.57,0.46,264.84,54.3,76.93,0.74,0.15,7.02
2018,2,3,4.16,5.31,0.59,247.84,72.2,91.96,1.16,0.23,9.83
2018,2,4,4.76,5.52,0.67,241.73,82.81,95.9,1.3,0.26,11.18
2018,2,5,4.74,5.54,0.67,247.95,83.86,97.71,1.35,0.27,11.36
2018,2,6,3.85,5.33,0.54,256.38,68.79,93.86,1.12,0.22,9.38
2018,2,7,3.71,5.33,0.52,261.55,65.71,93.21,1.09,0.21,9.08
2018,2,8,4.54,5.8,0.62,245.38,79.84,101.38,1.23,0.24,11.03
2018,2,9,4.76,5.6,0.66,241.49,82.83,96.89,1.25,0.25,11.17
2018,2,10,5.16,6.07,0.7,219.48,89.45,105.1,1.41,0.27,12.4
2018,2,11,5.07,5.8,0.69,227.97,88.37,100.83,1.4,0.28,11.97
2018,2,12,4.43,5.64,0.59,242.26,78.43,98.53,1.37,0.27,10.79
2018,2,13,3.19,5.39,0.43,265.16,57.77,94.74,1.14,0.22,8.09
2018,2,14,2.54,5.24,0.34,263.69,44.77,87.44,0.76,0.15,6.19
2018,2,15,4.58,6.05,0.6,233.87,80.16,104.22,1.13,0.23,11
2018,2,16,4.67,5.57,0.61,249.93,80.85,95.34,1.18,0.23,10.71
2018,2,17,3.49,5.32,0.45,270.89,60.84,90.73,0.94,0.19,8.21
2018,2,18,3.47,5.06,0.45,273.55,60.16,85.71,0.83,0.16,7.87
2018,2,19,3.3,5.58,0.42,268.77,58.54,96.96,0.92,0.18,8.09
2018,2,20,4.03,5.34,0.52,258.22,68.6,90.03,0.98,0.2,8.91
2018,2,21,3.51,5.34,0.45,276.73,62.23,91.9,0.93,0.19,8.3
2018,2,22,2.06,4.73,0.26,283.86,36.6,78.41,0.54,0.11,4.72
2018,2,23,2.85,4.89,0.36,280.71,49.8,81.91,0.73,0.14,6.43
2018,2,24,4.34,5.74,0.54,260.73,76.03,99.05,1.17,0.23,10.14
2018,2,25,3.63,5.43,0.45,274.5,63.66,92.8,0.98,0.2,8.42
2018,2,26,3.35,5.23,0.41,273.22,58.73,88.8,0.87,0.17,7.66
2018,2,27,4.06,5.7,0.49,262.77,69.39,96.7,1.05,0.2,9.11
2018,2,28,4.43,5.57,0.54,276.53,76.53,94.6,1.24,0.24,10.1
2018,3,1,2.68,5.51,0.32,289.82,48.41,94.41,0.84,0.16,6.52
2018,3,2,2.11,5.21,0.25,292.82,38.23,88.16,0.59,0.12,5.1
2018,3,3,4.35,6.22,0.52,269.77,77.89,109.54,1.23,0.24,10.65
2018,3,4,3.77,6.07,0.45,279.48,67.48,105.53,1.18,0.23,9.27
2018,3,5,3.98,6.39,0.47,274.01,72.39,112.3,1.34,0.27,10.17
2018,3,6,4,6.66,0.47,261.02,72.63,116.3,1.26,0.25,10.35
2018,3,7,5.82,6.83,0.67,241.43,102.74,119.4,1.86,0.37,14.36
2018,3,8,4.78,6.62,0.55,269,84.3,114.65,1.55,0.3,11.7
2018,3,9,4.79,6.74,0.55,270.95,86.14,117.86,1.72,0.34,12.12
2018,3,10,3.27,6.2,0.38,276.19,59.58,106.91,1.12,0.22,8.23
2018,3,11,3.18,5.93,0.36,278.88,58.01,100.69,1.05,0.21,7.92
2018,3,12,2.48,5.79,0.28,279.84,46.04,98.31,0.82,0.16,6.29
2018,3,13,4.41,5.88,0.49,259.44,77.68,100.46,1.21,0.24,10.28
2018,3,14,5.37,6.15,0.6,260.82,92.09,104.61,1.54,0.3,12.16
2018,3,15,2.78,5.61,0.3,292.98,50.41,94.4,0.8,0.16,6.59
2018,3,16,4.17,6.63,0.46,282.25,74.58,114.53,1.3,0.26,10.3
2018,3,17,3.09,6.91,0.34,271.83,57,119.2,1.05,0.21,8.13
2018,3,18,5.7,6.98,0.62,240.91,100.25,120.77,1.8,0.35,13.71
2018,3,19,6.19,7.14,0.67,247.08,108.19,123.15,2.14,0.41,14.84
2018,3,20,6.05,6.74,0.66,255.98,105.36,116.31,1.93,0.38,14.06
2018,3,21,3.61,6.51,0.39,290.58,64.38,111.2,1.18,0.23,8.7
2018,3,22,3.9,6.33,0.41,290.5,69.22,106.98,1.21,0.24,9.18
2018,3,23,5.02,6.74,0.53,275.41,88.99,115.95,1.49,0.3,12.02
2018,3,24,5.04,7.2,0.53,276.41,90.25,126.06,1.69,0.34,12.6
2018,3,25,4.68,7.22,0.49,287.87,85.05,126.46,1.65,0.33,12.02
2018,3,26,4.47,6.87,0.47,274.1,80.32,118.3,1.47,0.29,10.97
2018,3,27,5.75,6.61,0.6,261.12,98.58,111.76,1.46,0.29,12.93
2018,3,28,4.68,6.36,0.48,290.83,82,108.1,1.39,0.27,10.73
2018,3,29,3.08,5.82,0.32,300.62,54.81,96.71,0.82,0.16,6.72
2018,3,30,2.79,7.04,0.29,276.18,52.18,121.27,0.89,0.18,7.34
2018,3,31,3.78,6.72,0.39,274.03,69.4,116.22,1.11,0.22,9.55
2018,4,1,5.09,7.01,0.52,264.71,91.79,122.13,1.37,0.27,12.51
2018,4,2,5.19,7.17,0.52,275.9,94.09,126.21,1.56,0.31,13.02
2018,4,3,5.64,7.24,0.57,281.09,101.94,127.31,1.85,0.37,14.18
2018,4,4,2.99,6.87,0.3,314.21,56.91,119.91,1.2,0.23,8.05
2018,4,5,3.05,6.29,0.3,301.84,57.9,107.85,1.07,0.21,7.63
2018,4,6,4.48,6.53,0.45,282.98,80.41,112.25,1.47,0.29,10.66
2018,4,7,3.12,6.66,0.31,293.18,58.26,115.08,1.1,0.22,7.84
2018,4,8,4.17,6.43,0.41,296.88,75.56,109.09,1.44,0.28,9.87
2018,4,9,4.4,7.1,0.44,300.13,81.39,124.45,1.58,0.31,11.28
2018,4,10,4.19,6.75,0.41,298.59,77.01,116.92,1.45,0.29,10.45
2018,4,11,3.37,7.23,0.33,301.53,63.63,127.38,1.29,0.26,8.98
2018,4,12,3.67,6.53,0.36,302.52,67.32,110.9,1.29,0.26,9
2018,4,13,3.59,7.3,0.35,296.88,66.69,125.31,1.34,0.27,9.38
2018,4,14,4.98,7.63,0.48,289.7,90.41,133.51,1.8,0.36,12.67
2018,4,15,4.68,7.19,0.45,296.23,84.76,124.3,1.6,0.32,11.48
2018,4,16,3.78,6.4,0.37,301.46,68.61,109.12,1.25,0.25,8.84
2018,4,17,4.26,6.75,0.41,309.9,79.51,118.57,1.55,0.3,10.57
2018,4,18,2.39,6.8,0.23,313.69,46.72,116.64,0.93,0.19,6.33
2018,4,19,4.65,7.52,0.45,315.64,86.11,133.15,1.86,0.37,12.07
2018,4,20,3.54,7.54,0.34,317.98,66.84,133.57,1.51,0.3,9.37
2018,4,21,6.49,8.01,0.62,292.56,115.67,139.76,2.55,0.49,16.16
2018,4,22,5.73,8.21,0.54,297.57,104.19,144.91,2.44,0.47,14.84
2018,4,23,5.42,8.21,0.52,297.95,98.32,144.65,2.18,0.42,13.79
2018,4,24,5.05,7.46,0.48,290.27,90.12,126.34,1.79,0.35,12.29
2018,4,25,2.95,7.05,0.27,295.27,55.86,120.24,1.03,0.2,7.52
2018,4,26,3.49,7.05,0.33,294.82,65.73,121.46,1.27,0.25,8.74
2018,4,27,3.95,7.25,0.37,295.12,74.23,126.96,1.48,0.29,10.18
2018,4,28,4.07,7.37,0.38,310.17,76.59,130.25,1.58,0.31,10.59
2018,4,29,3.27,7.13,0.3,306.89,62.23,122.36,1.14,0.23,8.27
2018,4,30,2.92,7.22,0.27,301.23,57.64,126.04,1.16,0.23,7.8
2018,5,1,4.49,7.76,0.41,297.55,84.15,137.65,1.75,0.34,11.82
2018,5,2,3.7,7.78,0.34,304.45,70.59,138.48,1.48,0.29,10.02
2018,5,3,4.14,7.85,0.38,306.27,79.33,141.74,1.71,0.34,11.41
2018,5,4,2.93,8.19,0.27,306.24,57.64,148.11,1.3,0.26,8.56
2018,5,5,4.77,8.01,0.44,302.86,89.11,142.84,1.9,0.38,12.78
2018,5,6,4.12,7.73,0.38,319.88,77.82,136.8,1.7,0.34,11.15
2018,5,7,4.16,7.48,0.38,319.54,77.98,131.62,1.69,0.33,10.84
2018,5,8,5.47,8.27,0.5,305.41,100.85,146.8,2.24,0.44,14.33
2018,5,9,6.38,8.26,0.59,290.27,117.91,148.65,2.62,0.5,16.76
2018,5,10,4.75,7.83,0.43,293.53,88.52,136.28,1.8,0.35,12.28
2018,5,11,5.38,8.05,0.49,285.8,99.91,142.73,1.91,0.38,13.98
2018,5,12,4.19,8.31,0.38,297.35,79.68,147.82,1.59,0.31,11.35
2018,5,13,3.8,8.16,0.34,306.65,73.01,145.25,1.5,0.3,10.61
2018,5,14,2.48,7.18,0.23,308.24,50.77,125.7,0.88,0.17,6.81
2018,5,15,4.27,7.93,0.38,311.3,83.41,142.17,1.68,0.34,11.91
2018,5,16,4.65,8.16,0.42,308.95,89.97,147.5,1.89,0.38,13.08
2018,5,17,3.71,8.34,0.34,322.91,75.91,153.06,1.74,0.34,11.38
2018,5,18,4.18,7.78,0.38,329.8,79.77,139.07,1.66,0.33,11.12
2018,5,19,4.21,8.08,0.38,324.02,81.27,146.75,1.77,0.34,11.66
2018,5,20,5.01,8.16,0.45,316.86,95.2,148.8,2.02,0.4,13.58
2018,5,21,4.93,8.28,0.45,318.93,94.6,150.73,2.05,0.41,13.74
2018,5,22,4.28,8.24,0.38,317.55,83.5,150.47,1.84,0.36,12.17
2018,5,23,4.54,8.13,0.41,314.35,88.57,148.61,2.07,0.41,12.86
2018,5,24,2.96,7.89,0.27,323.67,59.46,143.16,1.27,0.25,8.57
2018,5,25,3.95,7.29,0.35,321.51,75.09,128.76,1.52,0.3,10.12
2018,5,26,3.9,6.8,0.35,318.47,71.41,114.66,1.38,0.27,9.2
2018,5,27,4.34,7.28,0.39,319.56,79.31,125.97,1.61,0.31,10.62
2018,5,28,4.35,7.04,0.39,306.71,79.56,121.23,1.56,0.3,10.47
2018,5,29,3.55,7.54,0.31,308.71,66.13,131.63,1.34,0.27,9.16
2018,5,30,3.56,7.82,0.32,325.73,68.06,140.02,1.48,0.29,9.62
2018,5,31,4.45,7.74,0.4,319.46,83.82,138.34,1.72,0.34,11.49
2018,6,1,3.78,7.82,0.34,326.03,73.45,139.97,1.61,0.32,10.49
2018,6,2,4.09,7.76,0.36,329.11,78.21,138.69,1.64,0.32,10.88
2018,6,3,5.05,7.86,0.45,313.05,94.12,139.82,2.02,0.39,13.12
2018,6,4,4.78,7.96,0.42,320.86,90.83,143.86,1.93,0.38,12.78
2018,6,5,4.86,8.02,0.43,324.27,92.55,145.8,2.06,0.4,13.16
2018,6,6,5.71,8.27,0.51,328.05,107.6,150.45,2.36,0.46,15.31
2018,6,7,3.52,8.01,0.31,340.46,69.3,146.82,1.52,0.3,10.1
2018,6,8,3.06,8.11,0.27,324.88,60.2,148.73,1.3,0.26,8.73
2018,6,9,5.45,8.37,0.48,326.29,104.15,154.33,2.28,0.45,14.9
2018,6,10,5.73,8.26,0.51,329.16,108.59,151.6,2.31,0.45,15.34
2018,6,11,4.72,8.31,0.41,332.95,90.77,153.38,2.08,0.41,13.2
2018,6,12,4.22,7.97,0.38,327.56,82.62,147.56,1.85,0.36,11.84
2018,6,13,4.47,6.84,0.4,332.15,82.48,120.14,1.65,0.32,10.55
2018,6,14,3.14,7.03,0.28,331.52,60.04,125.38,1.16,0.23,7.77
2018,6,15,2.34,5.78,0.2,342.9,44.5,99.72,0.64,0.12,4.84
2018,6,16,2.39,6.85,0.21,336.32,47.91,122.03,0.88,0.17,6.22
2018,6,17,3.61,7.45,0.32,332.17,71.05,134.94,1.47,0.29,9.79
2018,6,18,3.35,7.04,0.3,329.58,65.02,127.16,1.26,0.25,8.43
2018,6,19,4.95,7.17,0.44,324.74,92.2,127.55,1.8,0.35,12.09
2018,6,20,5.08,7.75,0.45,329.13,95.37,139.78,1.98,0.39,13.12
2018,6,21,4.31,7.41,0.38,330.99,80.35,131.1,1.67,0.33,10.97
2018,6,22,4.56,7.6,0.41,330.93,86.81,137.55,1.96,0.38,12.09
2018,6,23,4.06,7.68,0.36,321.55,80.34,139.49,1.79,0.35,11.33
2018,6,24,3.61,7.19,0.32,335.31,71.3,129.82,1.56,0.3,9.74
2018,6,25,3.92,7.27,0.34,339.43,76.59,131.85,1.63,0.32,10.52
2018,6,26,3.89,8,0.34,335.98,77.94,148.06,1.81,0.36,11.38
2018,6,27,4.35,8.4,0.38,330.28,85.91,155.89,2.01,0.39,12.62
2018,6,28,4.55,8.48,0.41,325.05,88.15,158.65,2.05,0.4,12.93
2018,6,29,3.96,8.5,0.35,325.68,78.34,158.51,1.91,0.38,11.69
2018,6,30,3.92,8.29,0.34,325.55,76.91,154.05,1.87,0.36,11.41
2018,7,1,3.32,7.75,0.3,325.16,64.91,141.6,1.43,0.28,9.29
2018,7,2,3.04,8.22,0.27,326.59,60.47,153.05,1.41,0.27,9
2018,7,3,3.56,7.96,0.31,333.91,69.7,146.86,1.65,0.32,10.16
2018,7,4,3.91,7.79,0.35,333.52,76.49,142.96,1.73,0.34,10.95
2018,7,5,4.44,8.15,0.4,328.24,86.59,151.48,2.05,0.4,12.56
2018,7,6,4.88,8.18,0.44,336.55,93.91,152.59,2.12,0.41,13.57
2018,7,7,4.11,8.25,0.37,342.23,80.41,153.46,1.91,0.38,11.8
2018,7,8,4.31,8.22,0.38,321.71,84.68,153.57,2.04,0.4,12.46
2018,7,9,3.97,8.31,0.35,331.93,78.45,155.7,1.89,0.37,11.62
2018,7,10,3.63,8.28,0.32,328.09,72.41,153.7,1.79,0.34,10.73
2018,7,11,3.7,8.23,0.33,332.74,73.12,152.7,1.82,0.35,10.84
2018,7,12,4.34,8.18,0.39,336.21,84.39,152.47,2.06,0.4,12.33
2018,7,13,4.52,8.34,0.41,326.75,88.63,155.88,2.16,0.42,13.06
2018,7,14,4.8,8.33,0.43,327.76,93.88,156.32,2.3,0.45,13.83
2018,7,15,4.36,8.4,0.39,322.85,85.38,157.49,2.15,0.41,12.65
2018,7,16,5.04,8.36,0.45,324.55,97.37,155.97,2.29,0.45,14.23
2018,7,17,4.78,8.21,0.43,324.81,92.04,152.67,2.12,0.41,13.31
2018,7,18,4.68,8.22,0.42,323.55,90.47,153.12,2.19,0.42,13.24
2018,7,19,5.48,8.26,0.49,329.91,105.41,154.09,2.51,0.48,15.27
2018,7,20,4.74,8.4,0.43,328.97,92.09,157.21,2.26,0.44,13.64
2018,7,21,4.06,8.3,0.37,329.28,79.84,154.9,1.89,0.37,11.89
2018,7,22,3.62,8.36,0.33,327.03,72.84,156.96,1.76,0.34,10.97
2018,7,23,3.89,8.17,0.35,328.07,77.16,152.26,1.84,0.36,11.38
2018,7,24,4.37,8.27,0.4,331.54,85.39,154.95,2.09,0.41,12.57
2018,7,25,4.31,8.32,0.39,335.62,84.82,156.48,2.05,0.4,12.58
2018,7,26,4.08,8.32,0.37,329.38,80.68,155.77,1.87,0.37,11.95
2018,7,27,4.45,8.1,0.41,332.72,86.76,151.03,1.95,0.38,12.64
2018,7,28,4.4,8.3,0.4,329.79,86.12,156.04,2.01,0.39,12.7
2018,7,29,3.56,8.21,0.33,325.95,71.12,153.88,1.71,0.34,10.7
2018,7,30,3.2,8,0.3,331.75,64.95,149.59,1.54,0.3,9.68
2018,7,31,3.81,8.2,0.35,325.6,75.3,154.02,1.8,0.35,11.26
2018,8,1,3.2,8.02,0.3,319.91,64.23,150.2,1.54,0.3,9.59
2018,8,2,3.19,8.11,0.29,318.37,64.27,152.73,1.53,0.3,9.67
2018,8,3,4.17,8.14,0.38,318.73,82.41,152.87,1.92,0.38,12.18
2018,8,4,3.21,7.97,0.3,324.36,65.13,149.3,1.52,0.3,9.66
2018,8,5,4.11,8,0.38,326.67,81.41,150.37,1.93,0.38,12.05
2018,8,6,3.5,8.18,0.33,330.16,70.01,154.1,1.76,0.34,10.62
2018,8,7,4.89,8.07,0.45,324.99,94.48,150.48,2.2,0.43,13.88
2018,8,8,4.91,8.05,0.45,325.45,94.23,149.78,2.15,0.42,13.69
2018,8,9,4.41,7.96,0.41,342.62,85.99,149.1,2.03,0.4,12.6
2018,8,10,3.55,7.81,0.33,320.55,69.93,145.98,1.67,0.33,10.37
2018,8,11,3.27,7.82,0.3,322.58,64.66,144.87,1.62,0.32,9.66
2018,8,12,3.28,7.8,0.3,330.24,64.81,145.91,1.59,0.31,9.62
2018,8,13,4.07,7.55,0.38,331.6,78.82,139.58,1.84,0.36,11.37
2018,8,14,4.62,7.82,0.44,328.34,89,145.42,2.07,0.41,12.93
2018,8,15,4.23,7.87,0.4,333.36,82.45,147.38,1.92,0.38,12.12
2018,8,16,5.33,8.09,0.51,323.41,102.02,151.45,2.48,0.48,15.02
2018,8,17,4.59,7.93,0.44,326.27,89,148.53,2.05,0.4,13.02
2018,8,18,4.96,7.85,0.48,321.03,94.45,145.73,2.25,0.44,13.8
2018,8,19,5.06,7.86,0.48,320.36,96.59,146.69,2.23,0.44,14.02
2018,8,20,4.22,7.76,0.41,318.7,82.02,143.8,1.94,0.38,12.02
2018,8,21,4.6,7.78,0.45,323.12,89.32,145.06,2.12,0.41,13.07
2018,8,22,3.81,7.61,0.37,327.84,74.02,142.78,1.72,0.34,10.95
2018,8,23,4.33,7.67,0.42,323.79,83.61,142.77,1.95,0.38,12.31
2018,8,24,3.58,7.8,0.34,329.56,71.81,147.23,1.75,0.34,10.94
2018,8,25,4.28,7.61,0.41,323.97,83.46,142.08,1.96,0.38,12.3
2018,8,26,4.14,7.54,0.41,313.56,79.68,140.62,1.88,0.37,11.66
2018,8,27,4.11,7.65,0.4,325.21,80.16,143.83,1.91,0.38,11.85
2018,8,28,3.27,7.65,0.32,323.88,64.79,143.56,1.66,0.33,9.83
2018,8,29,4.28,7.56,0.42,331.52,83.34,142.49,2,0.39,12.23
2018,8,30,3.92,7.56,0.39,321.54,76.59,141.57,1.87,0.37,11.43
2018,8,31,4.38,7.43,0.44,328.66,84.15,138.25,1.94,0.38,12.28
2018,9,1,4.76,7.51,0.48,327.12,90.8,139.71,1.98,0.39,13.03
2018,9,2,3.81,7.39,0.38,328.37,74.33,137.75,1.73,0.34,11.02
2018,9,3,4.11,7.26,0.41,336.98,79.84,134.59,1.79,0.35,11.61
2018,9,4,4.54,7.38,0.45,325.33,86.69,137.02,1.92,0.38,12.52
2018,9,5,5.23,7.4,0.53,317.82,99.59,137.34,2.28,0.45,14.34
2018,9,6,4.34,7.4,0.44,327.02,82.93,136.88,1.9,0.38,12.1
2018,9,7,4.27,7.45,0.44,323.57,81.36,137.18,1.81,0.35,11.81
2018,9,8,4.97,7.44,0.51,319.38,92.7,136.25,2.05,0.4,13.28
2018,9,9,3.09,6.84,0.32,334.93,59.88,125.55,1.34,0.27,8.71
2018,9,10,2.5,6.88,0.26,322.21,50.42,127.91,1.16,0.23,7.55
2018,9,11,3.12,7.19,0.32,324.12,63.74,134.91,1.54,0.3,9.73
2018,9,12,2.4,7.01,0.25,336.61,47.77,130.05,1.12,0.23,7.16
2018,9,13,2.72,6.81,0.28,331.76,52.84,124.28,1.21,0.24,7.8
2018,9,14,2.76,6.84,0.29,322.48,53.99,125.89,1.19,0.23,7.96
2018,9,15,3.51,6.97,0.37,322.64,67.43,128.38,1.49,0.3,9.79
2018,9,16,4.4,6.89,0.47,317.34,82.47,125.53,1.71,0.34,11.67
2018,9,17,6.69,7.09,0.71,291.27,123.1,130.41,2.51,0.48,17.07
