YEAR,DOY,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WD2M,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,GWETPROF,GWETROOT,GWETTOP
2022,256,16.48,91.12,17.35,87.96,0.79,1.27,0.41,0.85,123.06,1.77,2.97,1.1,1.87,128.44,0.91,0.95,0.93
2022,257,16.6,93.12,19.89,88.06,0.89,1.6,0.26,1.34,155.94,1.98,3.73,0.66,3.09,159.06,0.92,0.95,0.94
2022,258,16.72,90.56,6.6,87.83,0.8,1.59,0.13,1.45,159.44,1.93,3.77,0.27,3.5,158.38,0.92,0.95,0.93
2022,259,17.64,92.12,19.39,87.53,0.91,1.77,0.02,1.74,215.06,2.27,4.24,0.12,4.12,208.12,0.92,0.95,0.93
2022,260,18.13,94.44,10.01,87.65,0.8,1.53,0.33,1.2,205.12,2.08,3.6,0.82,2.78,204.81,0.92,0.95,0.93
2022,261,17.76,89.25,5.42,87.8,0.7,1.48,0.12,1.37,206.19,1.79,3.63,0.25,3.38,201.56,0.91,0.95,0.92
2022,262,17.82,91.19,2.24,87.93,0.42,0.92,0.1,0.82,185.38,0.93,2.27,0.17,2.09,179.25,0.91,0.95,0.92
2022,263,18.07,92.94,1.21,87.95,0.66,1.24,0.3,0.94,186.25,1.52,2.82,0.51,2.31,190.69,0.91,0.94,0.92
2022,264,17.88,91.75,2.03,87.94,0.75,1.45,0.06,1.39,177.94,1.84,3.35,0.41,2.95,182.75,0.9,0.94,0.91
2022,265,17.94,93.94,7.62,87.9,0.86,1.59,0.43,1.17,198.25,2.23,3.91,1.18,2.73,200.75,0.9,0.93,0.91
2022,266,17.52,95.69,14.88,87.88,0.94,1.83,0.32,1.51,203.19,2.54,4.62,1.27,3.35,204.25,0.9,0.94,0.92
2022,267,17.27,93.25,15.91,87.82,0.91,1.7,0.24,1.46,198.69,2.58,4.29,1.05,3.24,198.88,0.9,0.94,0.92
2022,268,16.54,95.31,13.76,87.97,0.73,1.48,0.02,1.47,146.06,2.13,3.98,0.12,3.86,153.94,0.91,0.95,0.92
2022,269,15.38,88.19,3.02,88.02,0.61,1.07,0.17,0.9,154.81,1.53,2.84,0.63,2.21,150.69,0.91,0.94,0.91
2022,270,16.78,94.44,1.84,87.83,0.79,1.77,0.14,1.62,195.62,2.21,4.59,0.61,3.98,190.69,0.9,0.94,0.91
2022,271,16.78,92.5,9.55,87.78,0.75,1.51,0.32,1.18,198.62,2.23,3.87,1.26,2.61,195.62,0.9,0.93,0.91
2022,272,16.97,91.69,5.96,87.82,0.69,1.49,0.16,1.34,199.75,2.03,3.8,0.74,3.06,198.81,0.9,0.93,0.91
2022,273,16.48,85.81,1.5,87.86,0.59,1.3,0.02,1.29,174.12,1.55,3.45,0.06,3.38,171.56,0.89,0.93,0.91
2022,274,16.36,84.19,0.06,87.8,0.65,1.16,0.09,1.07,132.44,1.62,2.82,0.12,2.7,135.75,0.88,0.92,0.9
2022,275,17.09,86.38,0.03,87.78,0.59,1.12,0.12,1.02,138.69,1.47,2.84,0.13,2.7,138.12,0.88,0.91,0.9
2022,276,16.6,88.25,9.52,87.95,0.69,1.44,0.23,1.2,99.06,1.55,3.4,0.3,3.09,105.56,0.87,0.91,0.9
2022,277,15.93,91.31,16.11,88.24,0.48,0.72,0.25,0.47,171.56,1.1,1.7,0.65,1.05,170.56,0.88,0.92,0.91
2022,278,15.5,87.62,15.89,88.25,0.58,1.27,0.11,1.16,246.06,1.35,3.21,0.12,3.09,245.19,0.88,0.92,0.91
2022,279,15.81,89.62,6.25,88.25,0.5,1.08,0.05,1.02,195.25,1.41,2.95,0.07,2.88,200,0.88,0.92,0.91
2022,280,16.78,94.31,10.06,88.15,0.9,1.78,0.41,1.38,226.31,2.41,4.69,1.11,3.58,223,0.88,0.92,0.91
2022,281,16.48,92.06,11.54,88.17,0.71,1.52,0.17,1.34,222.38,1.91,4.02,0.32,3.7,217.62,0.88,0.92,0.91
2022,282,16.85,93.88,22.18,88.27,0.87,1.63,0.38,1.26,226.25,2.43,4.32,0.82,3.5,220.81,0.88,0.93,0.91
2022,283,16.17,92.88,20.1,88.3,0.57,1.34,0.07,1.27,221,1.78,3.75,0.21,3.54,219.44,0.89,0.94,0.92
2022,284,15.75,91.44,9.93,88.14,0.6,1.41,0.08,1.34,201.81,1.68,3.64,0.18,3.47,198,0.9,0.94,0.91
2022,285,14.83,90.19,14.56,88.17,0.35,0.84,0.1,0.74,170.81,1.08,2.32,0.12,2.21,180.25,0.9,0.94,0.91
2022,286,14.34,87.12,3.98,88.21,0.59,1.12,0.08,1.04,186.06,1.42,2.95,0.17,2.77,182.19,0.9,0.94,0.91
2022,287,13.55,82.31,0.05,88.18,0.59,1.05,0.07,0.98,189.25,1.38,2.89,0.15,2.74,177.75,0.89,0.93,0.91
2022,288,12.82,78.12,0,88.19,0.62,1.12,0.2,0.93,153,1.41,3.07,0.52,2.56,137.31,0.88,0.92,0.9
2022,289,12.94,77.88,0.06,88.39,0.64,1.05,0.05,1,118.19,1.45,2.74,0.16,2.58,120.94,0.88,0.91,0.9
2022,290,12.94,78.31,0,88.4,0.7,0.97,0.27,0.7,121.44,1.61,2.82,0.43,2.39,120.62,0.87,0.91,0.89
2022,291,12.57,79,0,88.31,0.65,0.9,0.15,0.75,116.69,1.54,2.55,0.2,2.37,119.88,0.86,0.91,0.89
2022,292,11.66,83.19,0,88.25,0.53,0.95,0.08,0.88,105.06,1.47,2.9,0.14,2.76,108.06,0.85,0.9,0.88
2022,293,11.17,74.75,0,88.4,0.64,0.97,0.2,0.76,123,1.47,2.82,0.42,2.4,123.38,0.84,0.89,0.88
2022,294,11.78,78.12,0,88.56,0.74,1.02,0.23,0.79,95.81,1.7,2.75,0.34,2.41,98.38,0.84,0.89,0.88
2022,295,9.58,63.06,0,88.63,0.77,1.03,0.12,0.92,119,1.76,2.7,0.31,2.38,116.88,0.83,0.88,0.88
2022,296,10.44,70.31,0,88.47,0.8,1.09,0.37,0.73,68.94,1.99,2.8,0.82,1.98,74.69,0.82,0.88,0.87
2022,297,12.21,80.69,1.03,88.05,0.77,1.5,0.05,1.45,102.38,1.59,3.16,0.23,2.93,113.25,0.82,0.87,0.87
2022,298,12.7,90.44,2.61,87.9,0.8,1.48,0.09,1.39,210.75,2.03,3.94,0.37,3.57,224.88,0.81,0.87,0.87
2022,299,11.96,86.56,0.28,88.32,0.65,1.15,0.16,0.98,186.25,1.7,3.16,0.34,2.83,184.88,0.81,0.86,0.86
2022,300,11.17,82.75,0.01,88.37,0.49,0.94,0.08,0.86,166.06,1.25,2.79,0.1,2.69,168.94,0.8,0.86,0.86
2022,301,11.23,81.75,0,88.35,0.6,0.96,0.09,0.86,138.69,1.48,2.88,0.2,2.68,141.56,0.8,0.85,0.85
2022,302,12.02,83.88,0,88.39,0.62,0.9,0.21,0.7,137.19,1.44,2.59,0.31,2.27,141.06,0.8,0.84,0.85
2022,303,11.96,80.88,0,88.4,0.59,1.09,0.18,0.91,129.38,1.38,2.92,0.29,2.63,134.19,0.79,0.84,0.84
2022,304,10.99,73.38,0,88.45,0.65,0.93,0.24,0.69,93.06,1.43,2.74,0.38,2.36,96.12,0.79,0.84,0.84
2022,305,10.68,72.88,0,88.47,0.58,0.9,0.16,0.74,130.62,1.34,2.77,0.25,2.52,135.69,0.78,0.83,0.84
2022,306,12.15,85.19,0,88.25,0.6,1.15,0.22,0.93,182.38,1.59,3.3,0.3,3,182.06,0.77,0.82,0.84
2022,307,12.15,88.19,0,88.24,0.64,1.26,0.12,1.12,170.31,1.68,3.77,0.2,3.57,171.12,0.77,0.82,0.84
2022,308,12.02,83.56,0.16,88.48,0.52,0.91,0.08,0.84,131,1.2,2.56,0.15,2.41,134.75,0.77,0.81,0.83
2022,309,11.72,77.81,0.02,88.65,0.63,1.08,0.2,0.88,126.56,1.37,2.85,0.31,2.54,130.69,0.76,0.8,0.83
2022,310,11.78,82,0,88.58,0.58,0.91,0.23,0.69,136.94,1.4,2.64,0.29,2.36,139.94,0.76,0.8,0.82
2022,311,12.45,90.25,0,88.47,0.62,1.25,0.14,1.12,178.06,1.71,3.71,0.25,3.46,182.94,0.75,0.8,0.82
2022,312,12.39,89.62,0,88.49,0.64,1.29,0.3,0.99,174.88,1.67,3.62,0.5,3.11,178.88,0.75,0.79,0.82
2022,313,11.35,82.75,0,88.52,0.55,1.05,0.09,0.97,192.19,1.34,2.93,0.3,2.62,190.25,0.74,0.79,0.81
2022,314,10.13,77.19,0,88.49,0.67,1.01,0.38,0.63,137.75,1.56,2.84,0.66,2.17,141,0.74,0.78,0.81
2022,315,10.19,80.31,0.44,88.45,0.54,0.83,0.2,0.63,153.88,1.29,2.64,0.32,2.32,152.31,0.73,0.78,0.8
2022,316,10.56,84.75,1.31,88.33,0.61,1.2,0.1,1.09,146.44,1.51,3.45,0.05,3.39,144.5,0.73,0.77,0.8
2022,317,10.38,86.5,0.03,88.34,0.66,0.97,0.36,0.61,128.19,1.58,2.88,0.55,2.32,131.06,0.73,0.77,0.8
2022,318,10.62,85.5,0,88.41,0.61,0.95,0.34,0.61,145,1.53,2.84,0.55,2.29,148.62,0.73,0.77,0.8
2022,319,9.95,81.06,0,88.33,0.53,0.92,0.09,0.83,122.44,1.37,2.99,0.16,2.84,124.06,0.72,0.77,0.8
2022,320,9.7,81.25,0.06,88.23,0.49,0.88,0.27,0.6,147.69,1.32,2.8,0.45,2.35,149.31,0.72,0.76,0.79
2022,321,10.07,86.25,0.04,88.22,0.49,0.99,0.05,0.95,175.31,1.37,3.01,0.11,2.9,174.06,0.71,0.76,0.79
2022,322,10.13,86.62,0,88.41,0.57,1.12,0.09,1.04,101.19,1.47,3.26,0.13,3.13,110,0.71,0.75,0.79
2022,323,9.34,72.62,0,88.44,0.71,0.98,0.27,0.71,107.69,1.53,2.63,0.49,2.14,109.94,0.7,0.74,0.78
2022,324,9.16,70.31,0,88.27,0.63,0.84,0.37,0.48,104.31,1.43,2.69,0.7,1.99,107.5,0.7,0.74,0.77
2022,325,9.52,77.12,0,88.15,0.62,0.94,0.21,0.73,120.12,1.44,2.79,0.38,2.41,127.5,0.7,0.73,0.77
2022,326,10.19,83.31,0,88.17,0.62,1.01,0.2,0.8,130.56,1.51,3.04,0.31,2.72,134.75,0.7,0.73,0.77
2022,327,9.7,82.5,0,88.2,0.57,0.96,0.06,0.9,124.56,1.41,3.05,0.12,2.94,123.06,0.69,0.73,0.77
2022,328,9.28,76.06,0,88.28,0.79,1.34,0.05,1.29,115.75,1.78,3.62,0.09,3.53,112.75,0.69,0.73,0.76
2022,329,8.24,57.5,0,88.43,0.73,1.02,0.35,0.66,100.31,1.44,2.66,0.68,1.98,101,0.68,0.72,0.75
2022,330,9.34,69.44,0,88.23,0.59,0.98,0.22,0.76,107.75,1.35,3.01,0.38,2.62,111.06,0.68,0.71,0.75
2022,331,10.13,81.75,0,88.06,0.59,1.1,0.3,0.79,138.12,1.39,3.07,0.49,2.58,140.81,0.67,0.71,0.74
2022,332,9.95,82.5,0,88.15,0.55,0.99,0.22,0.78,130.12,1.38,2.92,0.47,2.45,135.25,0.67,0.7,0.74
2022,333,9.34,73.62,0,88.33,0.56,0.83,0.29,0.54,112.12,1.32,2.73,0.56,2.17,115.94,0.66,0.7,0.73
2022,334,9.34,73.88,0,88.39,0.62,0.9,0.34,0.56,106.38,1.4,2.88,0.48,2.4,111.12,0.66,0.7,0.73
2022,335,9.4,76.31,0,88.33,0.62,1.01,0.19,0.82,119.75,1.48,3.07,0.3,2.78,123.19,0.66,0.7,0.73
2022,336,9.4,75.94,0,88.29,0.63,1.01,0.04,0.97,118.44,1.43,2.95,0.13,2.81,121.81,0.66,0.69,0.73
2022,337,9.16,74.69,0,88.29,0.55,1.05,0.13,0.91,122.25,1.28,3.09,0.24,2.84,137.94,0.66,0.69,0.72
2022,338,8.85,73,0,88.34,0.61,1.09,0.29,0.8,122.69,1.43,3.22,0.44,2.78,124.56,0.65,0.68,0.71
2022,339,9.7,79.44,0,88.42,0.51,1,0.07,0.93,133.69,1.25,2.9,0.27,2.62,136.06,0.65,0.68,0.71
2022,340,9.03,78,0,88.27,0.59,0.98,0.07,0.92,130.56,1.42,3.01,0.16,2.86,119.06,0.64,0.67,0.7
2022,341,8.67,76.19,0,88.24,0.72,1.12,0.3,0.83,129.56,1.62,3.2,0.43,2.77,132.69,0.64,0.67,0.7
2022,342,9.03,78.25,0,88.3,0.62,1.02,0.12,0.89,120.31,1.47,3.05,0.22,2.84,124.31,0.64,0.67,0.7
2022,343,9.4,81.5,0,88.26,0.6,1.1,0.15,0.95,128.44,1.46,3.16,0.31,2.84,132.44,0.63,0.66,0.69
2022,344,9.4,79.38,0,88.25,0.49,1.06,0.08,0.98,149.38,1.29,3.26,0.05,3.2,147.38,0.63,0.66,0.69
2022,345,8.61,75.88,0,88.26,0.61,1.11,0.23,0.88,125,1.42,3.3,0.42,2.88,125.69,0.62,0.66,0.68
2022,346,8.54,73.31,0,88.23,0.64,1.1,0.3,0.8,122.06,1.4,3.09,0.43,2.66,124,0.62,0.66,0.68
2022,347,8.97,80.5,0,88.24,0.61,1.16,0.11,1.06,141,1.48,3.36,0.11,3.25,142.94,0.62,0.66,0.67
2022,348,8.85,78.69,0,88.27,0.48,1.09,0.02,1.08,121.62,1.17,3.14,0.07,3.07,135.19,0.62,0.65,0.67
2022,349,8.67,80.62,0,88.13,0.52,1.18,0.2,0.98,170.44,1.35,3.55,0.3,3.25,169.69,0.62,0.65,0.66
2022,350,8.18,78.31,0,88.16,0.54,1.05,0.1,0.95,115.06,1.31,3.34,0.32,3.02,113.12,0.62,0.65,0.66
2022,351,8.54,78.31,0,88.34,0.66,0.99,0.04,0.95,99,1.45,2.91,0.09,2.81,103.06,0.62,0.64,0.66
2022,352,8.67,77.69,0,88.34,0.69,1.05,0.33,0.73,83.94,1.47,2.88,0.62,2.26,91.88,0.61,0.64,0.66
2022,353,9.09,80.94,0,88.16,0.51,1.12,0.02,1.12,157.88,1.38,3.23,0.08,3.16,144.69,0.61,0.64,0.66
2022,354,9.03,82.5,0.11,88.11,0.53,1.2,0.02,1.16,145.94,1.34,3.33,0.06,3.27,147.19,0.61,0.63,0.65
2022,355,8.42,78,0.01,88.16,0.53,1.23,0.07,1.16,125.25,1.3,3.35,0.17,3.18,122.25,0.61,0.63,0.65
2022,356,7.81,75.81,0,88.09,0.62,1.3,0.16,1.14,107.88,1.54,3.57,0.31,3.26,108.5,0.6,0.63,0.64
2022,357,6.77,68,0,88.17,0.73,1.05,0.18,0.88,95,1.52,2.96,0.3,2.65,96.94,0.6,0.63,0.64
2022,358,6.77,66.88,0,88.22,0.66,0.96,0.26,0.7,104.38,1.48,2.98,0.47,2.51,117.81,0.6,0.62,0.63
2022,359,7.75,75.56,0,88.26,0.59,1.34,0.17,1.17,162.25,1.48,3.67,0.24,3.44,161.06,0.59,0.62,0.63
2022,360,7.75,80.06,0,88.39,0.64,1.24,0.09,1.16,166.19,1.6,3.34,0.04,3.3,144.06,0.59,0.62,0.63
2022,361,6.47,72.19,0,88.18,0.84,1.54,0.26,1.29,118.56,1.91,3.93,0.63,3.3,115.19,0.59,0.62,0.62
2022,362,6.23,77.62,1.11,88.37,0.78,1.18,0.38,0.8,114.94,1.95,3.36,1.12,2.23,121.38,0.59,0.62,0.62
2022,363,6.71,79.56,0.17,88.6,0.57,1.23,0.27,0.95,112.38,1.45,3.46,0.63,2.83,119.31,0.59,0.62,0.62
2022,364,6.71,74.94,0,88.62,0.59,1.13,0.05,1.09,106.75,1.38,3.08,0.05,3.03,117.5,0.59,0.62,0.62
2022,365,7.26,82.56,0,88.55,0.48,1,0.1,0.9,142.5,1.24,2.87,0.1,2.77,147.19,0.59,0.61,0.62
2023,1,7.14,81,0,88.66,0.47,1.02,0.12,0.9,115.25,1.16,2.78,0.14,2.64,130.88,0.59,0.61,0.62
2023,2,6.84,75.94,0,88.69,0.57,1.05,0.12,0.93,113.06,1.45,2.98,0.4,2.58,113.12,0.59,0.61,0.62
2023,3,6.41,72.06,0,88.65,0.67,1.3,0.15,1.16,108.56,1.55,3.48,0.34,3.13,114.5,0.58,0.61,0.61
2023,4,5.43,60.62,0,88.64,0.71,1.12,0.12,1.01,112.56,1.45,2.97,0.24,2.73,114.38,0.58,0.6,0.61
2023,5,5.07,55.06,0,88.77,0.85,1.32,0.34,0.98,125.44,1.68,3.19,0.72,2.47,123.88,0.58,0.6,0.6
2023,6,5,47.44,0,88.8,0.84,1.27,0.18,1.09,163.88,1.63,3.06,0.52,2.54,148.94,0.57,0.6,0.6
2023,7,5,47.31,0,88.69,0.87,1.14,0.23,0.91,106.94,1.75,3.09,0.66,2.43,89.19,0.57,0.59,0.59
2023,8,5.25,50.44,0,88.59,0.86,1.26,0.15,1.12,98.12,1.7,3.23,0.36,2.87,102.19,0.57,0.59,0.59
2023,9,5.68,53,0,88.65,0.78,1.2,0.3,0.9,130.12,1.55,3.04,0.5,2.54,133.38,0.56,0.59,0.59
2023,10,5.43,53.44,0,88.47,0.75,1.27,0.17,1.1,103.62,1.52,3.23,0.31,2.92,107.06,0.56,0.59,0.58
2023,11,5,53.56,0,88.3,0.88,1.56,0.43,1.13,100.5,1.72,3.55,0.8,2.76,102,0.56,0.58,0.58
2023,12,5.55,57.12,0,88.1,0.78,1.29,0.3,0.98,105.94,1.58,3.24,0.57,2.67,107.44,0.55,0.58,0.58
2023,13,5.62,62.06,0,88.14,0.81,1.54,0.37,1.17,117.94,1.73,3.78,0.63,3.15,117,0.55,0.58,0.57
2023,14,6.23,71.38,0.1,88.06,0.84,1.76,0.09,1.67,128.75,1.85,4.05,0.5,3.55,128.81,0.55,0.57,0.57
2023,15,6.71,76.62,0.06,88.02,0.68,1.75,0.03,1.71,128.12,1.64,4.16,0.45,3.72,122.06,0.55,0.57,0.57
2023,16,5.68,68.5,0,88.15,0.75,1.5,0.31,1.2,120.06,1.66,3.61,0.63,2.98,122.25,0.55,0.57,0.56
2023,17,5,66.56,0,88.23,0.77,1.32,0.4,0.92,111.56,1.68,3.34,0.71,2.62,113.69,0.55,0.57,0.56
2023,18,4.94,65.56,0.04,88.42,0.76,1.26,0.47,0.79,106.69,1.62,3.28,0.79,2.49,108.88,0.55,0.56,0.56
2023,19,5.43,68.5,0.12,88.47,0.72,1.44,0.23,1.2,111.06,1.45,3.48,0.41,3.07,111.75,0.55,0.56,0.56
2023,20,5.8,68.38,0,88.42,0.77,1.48,0.31,1.16,120.69,1.58,3.62,0.55,3.06,122.31,0.54,0.56,0.55
2023,21,5.31,59.38,0,88.3,0.95,1.76,0.41,1.35,139,1.9,4.02,0.74,3.28,124.56,0.54,0.56,0.55
2023,22,5.55,57.44,0,88.32,0.86,1.45,0.48,0.96,117.62,1.73,3.45,0.79,2.66,118,0.54,0.55,0.55
2023,23,6.1,63.31,0,88.27,0.9,1.7,0.37,1.34,108,1.85,3.84,0.76,3.09,110.12,0.54,0.55,0.55
2023,24,6.59,63.94,0,88.38,0.88,1.52,0.41,1.12,128.75,1.75,3.47,0.72,2.75,101.69,0.53,0.55,0.55
2023,25,6.84,61.5,0,88.32,0.93,1.72,0.35,1.38,123.81,1.8,3.88,0.62,3.25,122.31,0.53,0.55,0.54
2023,26,7.69,66.12,0,88.26,0.88,1.47,0.28,1.2,119.31,1.81,3.52,0.45,3.08,119.56,0.53,0.55,0.54
2023,27,7.75,68.38,0,88.25,0.91,1.59,0.47,1.12,120.5,1.83,3.6,0.74,2.85,123.19,0.52,0.55,0.53
2023,28,7.69,68.62,0,88.24,0.85,1.62,0.21,1.41,106.56,1.74,3.76,0.48,3.29,107.81,0.52,0.54,0.53
2023,29,7.87,67.12,0,88.39,0.71,1.44,0.24,1.19,102.44,1.37,3.12,0.27,2.85,104.38,0.52,0.54,0.53
2023,30,7.45,58.19,0,88.49,0.84,1.63,0.07,1.56,117.06,1.57,3.48,0.13,3.35,114.69,0.52,0.54,0.52
2023,31,6.53,50.38,0,88.22,0.85,1.79,0.19,1.6,108.88,1.64,3.82,0.18,3.64,111,0.52,0.54,0.52
2023,32,5.13,44,0,88.15,0.86,1.65,0.02,1.63,99.19,1.7,3.51,0.2,3.3,104.44,0.52,0.53,0.52
2023,33,5.55,49.88,0,88.29,0.93,1.83,0.15,1.68,96.81,1.84,3.82,0.32,3.5,95.19,0.52,0.53,0.52
2023,34,6.41,56.88,0,88.25,0.84,1.5,0.14,1.35,108.19,1.63,3.45,0.18,3.27,111.88,0.51,0.52,0.51
2023,35,7.08,64.69,0,88.09,0.8,1.53,0.15,1.38,137.31,1.62,3.45,0.35,3.09,139.06,0.51,0.52,0.51
2023,36,6.96,66.56,0,88.07,0.84,1.66,0.25,1.4,111.25,1.72,3.71,0.38,3.34,111,0.51,0.52,0.51
2023,37,6.41,63.44,0,88.05,0.86,1.64,0.11,1.53,125.06,1.74,3.59,0.21,3.38,123.88,0.51,0.52,0.51
2023,38,6.23,63.38,0.79,87.94,0.92,1.79,0.38,1.41,149.62,1.96,4.09,0.59,3.5,149.25,0.51,0.52,0.51
2023,39,6.77,66.69,0.94,88.09,0.91,1.85,0.3,1.55,157.06,1.96,4.2,0.52,3.66,170.44,0.5,0.52,0.51
2023,40,7.39,74.25,3.25,88.18,0.86,1.78,0.34,1.45,125.38,1.81,3.87,0.75,3.11,124.31,0.51,0.52,0.52
2023,41,6.77,70.25,0.48,88.13,0.91,1.79,0.31,1.47,134.94,1.96,3.99,0.73,3.27,134.06,0.51,0.52,0.52
2023,42,6.1,59.94,0.03,88.06,1.06,2,0.2,1.81,129.81,2.17,4.25,0.26,3.99,128.75,0.5,0.52,0.51
2023,43,5.62,55.06,0.09,87.98,1.2,2.74,0.13,2.6,153.44,2.46,5.53,0.46,5.07,167.19,0.5,0.52,0.5
2023,44,4.27,43.88,0.02,88.08,1.15,2.34,0.45,1.89,131.19,2.2,4.76,0.81,3.95,129.38,0.5,0.52,0.49
2023,45,4.09,39.94,0,88.31,1.02,1.93,0.56,1.37,115.69,2,4.16,0.89,3.27,115.81,0.5,0.51,0.49
2023,46,4.76,44.56,0,88.22,1.02,2.12,0.05,2.07,104.44,2,4.38,0.31,4.06,104.31,0.49,0.51,0.48
2023,47,6.41,53.25,0,88.4,1.03,1.85,0.16,1.7,84.44,2.01,3.72,0.23,3.5,87.88,0.49,0.51,0.48
2023,48,7.26,57.06,0,88.51,0.94,1.76,0.13,1.62,136.56,1.78,3.8,0.42,3.38,137,0.49,0.5,0.48
2023,49,7.75,60.69,0,88.47,1.01,1.91,0.4,1.52,116.31,1.93,4.03,0.63,3.4,116.69,0.48,0.5,0.48
2023,50,8.36,65.31,0.35,88.37,0.88,1.83,0.07,1.76,129.44,1.76,3.83,0.08,3.76,130.5,0.48,0.5,0.48
2023,51,8.24,65.25,0.58,88.27,0.97,1.82,0.23,1.59,125.12,1.91,3.84,0.38,3.46,126.19,0.48,0.5,0.48
2023,52,8.18,63.75,0.36,88.26,0.8,1.7,0.19,1.51,134.5,1.6,3.45,0.28,3.16,136.06,0.48,0.5,0.48
2023,53,7.75,62.06,6.73,88.12,1.05,2.01,0.53,1.48,167.94,2.09,4.19,0.85,3.34,169.19,0.48,0.5,0.51
2023,54,6.53,53.81,0.19,88.12,1.16,2.04,0.46,1.58,188.56,2.34,4.21,0.84,3.37,188.62,0.48,0.5,0.5
2023,55,4.82,40.31,0.22,88.34,1.17,1.92,0.25,1.67,104.75,2.29,4.09,0.39,3.7,104.81,0.48,0.5,0.48
2023,56,5.98,51.31,0.47,88.65,1.07,1.84,0.47,1.38,106.81,2.08,3.67,0.88,2.79,110.81,0.48,0.5,0.48
2023,57,6.53,54.31,1.32,88.73,0.95,1.78,0.12,1.66,119.12,1.84,3.55,0.27,3.28,118.19,0.48,0.49,0.48
2023,58,6.47,57.62,0.82,88.62,0.98,1.69,0.31,1.37,115.44,1.94,3.54,0.54,3,115.88,0.48,0.49,0.48
2023,59,6.29,56.62,0.02,88.62,1.15,1.92,0.48,1.44,103.12,2.29,4.05,0.79,3.26,105.5,0.48,0.49,0.48
2023,60,6.71,54.31,0.28,88.7,1.05,2.05,0.37,1.68,115,2.05,4.23,0.61,3.62,117.38,0.48,0.49,0.47
2023,61,6.77,53.5,0.33,88.68,1.04,1.84,0.09,1.75,114.44,2.02,3.8,0.16,3.64,116.94,0.48,0.49,0.47
2023,62,6.84,52.5,0.17,88.68,1.08,1.84,0.57,1.27,101.56,2.11,3.68,1.13,2.55,105.44,0.48,0.48,0.47
2023,63,7.87,57.38,0.37,88.69,0.98,1.82,0.3,1.52,107.44,1.94,3.65,0.44,3.2,110.75,0.47,0.48,0.46
2023,64,8.24,59.38,0.17,88.54,1.03,1.89,0.42,1.47,167.69,2.02,3.9,0.83,3.08,167.88,0.47,0.48,0.46
2023,65,7.08,52.69,0.69,88.37,1.16,2.24,0.32,1.92,162.12,2.25,4.37,0.71,3.65,159.88,0.47,0.48,0.46
2023,66,5.74,42.44,0.33,88.43,1.14,2.1,0.18,1.93,210,2.18,4.16,0.38,3.77,209.12,0.47,0.48,0.45
2023,67,5.49,39.44,0.21,88.58,1.16,1.95,0.16,1.8,172.81,2.21,3.83,0.34,3.48,173.88,0.46,0.48,0.45
2023,68,5.68,41.12,0,88.46,1.24,2.16,0.41,1.76,186,2.38,4.09,0.93,3.16,169.56,0.46,0.47,0.45
2023,69,5.43,39.12,0,88.42,1.1,1.91,0.16,1.76,183.44,2.11,3.82,0.47,3.35,182,0.46,0.47,0.45
2023,70,5.8,40.56,1.06,88.49,1.31,2.39,0.1,2.29,178.38,2.47,4.44,0.36,4.08,190.81,0.45,0.47,0.44
2023,71,6.53,43.62,0.08,88.49,1.21,2.24,0.15,2.09,116.19,2.31,4.51,0.24,4.27,115.75,0.45,0.46,0.44
2023,72,6.84,45.12,1.46,88.37,1.08,1.94,0.3,1.64,159,2.06,3.84,0.3,3.54,158.81,0.45,0.46,0.45
2023,73,7.2,51.56,1.41,88.12,1.09,1.93,0.25,1.68,131.44,2.16,3.8,0.46,3.34,131.06,0.45,0.46,0.45
2023,74,7.75,57.56,10.05,88.08,0.95,1.77,0.08,1.69,123.31,1.92,3.52,0.29,3.23,123.81,0.45,0.47,0.49
2023,75,7.51,59.56,8.77,88.3,1.06,2.16,0.08,2.08,131.5,2.1,4.31,0.28,4.03,101.5,0.47,0.48,0.52
2023,76,7.63,59.25,3.54,88.35,1.03,1.73,0.17,1.56,144.38,1.97,3.38,0.22,3.16,132,0.47,0.48,0.5
2023,77,8.91,68.69,3.96,88.24,0.79,1.47,0.13,1.34,149.44,1.61,3.03,0.21,2.82,154,0.48,0.49,0.51
2023,78,9.89,78.25,8.25,88.09,0.96,1.6,0.3,1.3,124.38,1.84,3.17,0.66,2.52,128.81,0.48,0.5,0.53
2023,79,9.16,86.25,25.65,87.94,0.89,1.38,0.05,1.33,76.38,1.8,2.77,0.21,2.55,82.81,0.5,0.52,0.62
2023,80,8.79,76,13.58,87.92,0.78,1.69,0.38,1.3,139.25,1.63,3.4,0.73,2.67,144.62,0.52,0.55,0.61
2023,81,8.67,74,6.46,87.8,1.12,2.14,0.42,1.73,200.88,2.33,4.26,0.59,3.67,199.19,0.53,0.56,0.58
2023,82,8.18,67,9.54,87.8,0.97,2.07,0.09,1.98,163.88,1.98,4.14,0.32,3.82,160.88,0.54,0.56,0.59
2023,83,8.61,68.06,3.64,88.09,0.9,1.74,0.25,1.49,114.31,1.81,3.52,0.58,2.94,118.69,0.55,0.57,0.59
2023,84,9.22,66.75,1.75,88.18,0.96,1.91,0.17,1.74,149.94,1.94,3.95,0.23,3.71,154.25,0.55,0.57,0.57
